-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 04/15/2026 in LST
Location: latitude  34.1623   longitude 90.6141 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 5174.24 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,DOY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS10M,WS10M_MAX,WS10M_MIN,PS
2000,223,4.88,11.85,-2.83,67.19,0.69,1.64,3.02,0.15,54.22
2000,224,6.28,14.51,-1.07,67.18,5.01,4.32,7.86,1.82,54.14
2000,225,3.13,9.83,-3.87,72.67,14.9,3.85,7.97,1.09,54.36
2000,226,4.31,11.73,-3.54,69.39,1.45,2.6,3.52,1.46,54.5
2000,227,3.73,10.47,-3.72,72.5,0.62,2.19,3.54,0.11,54.42
2000,228,3.64,8.79,-1.47,77.96,13.71,3.07,5.43,1.17,54.19
2000,229,2.23,9.7,-3.91,73.76,2.78,4.74,6.41,2.9,54.19
2000,230,3.48,12.27,-5.8,62.16,0.06,3.1,5.27,1.76,54.32
2000,231,5.21,13.86,-3.41,69.43,0.3,3.05,4.41,1.61,54.32
2000,232,6.47,14.11,0.22,70.57,5.04,3.05,5.03,1.46,54.24
2000,233,5.16,13.44,-2.49,73.23,6.26,5.65,7.6,3.35,54.19
2000,234,3.34,11.32,-4.56,71.07,1.25,2.82,4.89,0.79,54.25
2000,235,4.41,11.07,-2.02,74.7,3.24,2.75,4.19,1.48,54.25
2000,236,5.66,13.66,-3.17,70.32,6.38,3.1,4.91,1.07,54.32
2000,237,6.3,14.67,-0.7,72.25,0.45,3.7,7.6,0.73,54.31
2000,238,4.19,12.2,-4.0,65.75,1.45,4.09,7.01,1.85,54.57
2000,239,4.83,12.37,-2.34,65.99,1.21,2.69,4.29,1.94,54.55
2000,240,3.39,12.25,-4.9,58.51,1.15,3.98,7.26,1.94,54.42
2000,241,2.25,10.04,-4.35,59.21,0.45,3.56,6.04,2.2,54.32
2000,242,2.4,11.43,-5.41,54.26,0.54,3.25,5.41,1.88,54.22
2000,243,3.62,12.65,-5.12,45.0,0.0,3.03,4.3,2.06,54.1
2000,244,4.89,13.22,-4.41,60.31,0.15,4.2,7.33,1.71,53.97
2000,245,4.43,11.43,-0.54,76.49,6.17,5.04,8.24,1.0,53.93
2000,246,3.13,9.87,-2.98,70.48,4.29,3.07,5.03,1.15,54.13
2000,247,4.41,12.39,-2.54,67.33,1.31,3.89,5.82,1.39,54.27
2000,248,3.34,11.7,-4.31,72.85,0.06,2.65,3.88,0.97,54.41
2000,249,2.37,9.7,-4.49,76.8,1.71,2.84,5.47,1.06,54.24
2000,250,0.84,8.48,-6.37,68.47,0.64,3.52,6.56,1.14,54.18
2000,251,3.4,11.37,-4.82,69.47,1.41,3.6,5.92,1.82,54.1
2000,252,2.36,7.76,-3.13,76.75,4.54,4.27,6.84,1.02,54.05
2000,253,2.14,8.79,-3.76,74.4,5.28,4.53,8.33,1.11,54.02
2000,254,2.75,10.16,-3.23,69.48,3.42,5.57,11.8,1.44,53.86
2000,255,1.62,9.76,-6.47,69.87,3.77,4.78,9.49,1.23,53.94
2000,256,1.18,9.49,-6.12,71.76,1.29,2.77,4.61,1.53,54.29
2000,257,-0.16,6.18,-5.75,72.57,0.26,3.16,4.67,2.0,54.6
2000,258,1.16,8.05,-5.45,72.28,1.88,2.44,3.63,0.87,54.45
2000,259,-1.02,4.93,-6.8,73.71,1.66,3.79,6.33,1.66,54.36
2000,260,-1.31,6.46,-7.21,62.0,0.02,3.38,5.82,1.67,54.42
2000,261,-1.62,6.92,-7.93,55.55,0.01,4.85,9.89,1.26,54.4
2000,262,-2.93,3.91,-8.16,50.48,0.0,4.0,7.09,1.31,54.41
2000,263,-1.13,6.83,-7.1,41.66,0.0,3.93,6.71,1.22,54.35
2000,264,0.11,8.48,-5.56,46.78,0.0,5.49,8.8,3.59,54.3
2000,265,0.93,7.47,-4.01,68.59,2.32,6.19,8.91,2.36,54.2
2000,266,1.13,9.02,-4.63,66.26,1.04,4.05,7.83,1.53,54.25
2000,267,0.93,7.37,-4.89,61.53,2.52,4.23,6.53,2.67,54.15
2000,268,-0.35,5.6,-4.88,61.76,5.3,5.89,9.72,3.32,54.0
2000,269,-0.98,5.13,-6.53,59.35,2.19,5.18,8.81,2.83,53.97
2000,270,-0.52,5.64,-5.55,55.7,0.71,5.22,8.57,1.99,54.02
2000,271,-0.57,6.25,-5.69,52.28,0.56,6.61,11.64,3.01,53.99
2000,272,-1.94,3.32,-5.83,62.83,0.55,2.99,5.4,1.29,54.04
2000,273,-3.85,0.57,-7.15,77.76,3.32,3.97,6.82,1.12,54.05
2000,274,-4.81,1.07,-8.31,56.0,0.77,3.46,5.65,1.42,54.22
2000,275,-3.8,2.86,-9.45,47.2,0.0,3.39,4.99,1.36,54.35
2000,276,-2.33,4.34,-9.25,59.27,0.0,4.67,6.57,3.52,54.37
2000,277,-1.54,4.19,-5.44,59.54,0.36,3.97,5.54,0.62,54.36
2000,278,-1.5,5.42,-6.09,44.62,0.0,4.24,6.99,0.59,54.46
2000,279,-0.84,6.65,-6.1,48.14,0.0,7.06,9.42,4.7,54.39
2000,280,-0.14,8.25,-5.17,44.04,0.0,6.51,9.98,4.26,54.32
2000,281,-0.37,8.16,-5.72,44.39,0.0,6.37,11.62,2.91,54.27
2000,282,-0.12,7.79,-4.5,44.94,0.0,7.23,10.63,4.81,54.05
2000,283,-1.16,5.4,-5.41,46.19,0.0,8.02,12.14,4.5,53.83
2000,284,-2.06,3.14,-5.76,45.86,0.04,6.2,11.6,2.32,53.95
2000,285,-3.02,2.25,-7.73,50.0,0.02,4.2,8.03,0.66,54.09
2000,286,-3.15,1.8,-7.6,50.3,0.59,5.54,9.32,2.41,53.97
2000,287,-4.28,1.49,-11.13,49.14,2.11,4.47,8.56,0.8,53.85
2000,288,-4.67,1.18,-9.59,49.15,0.65,5.4,10.38,0.95,53.73
2000,289,-6.79,-2.55,-12.42,53.23,0.13,5.25,8.28,2.65,54.12
2000,290,-6.58,1.83,-15.1,45.61,0.0,7.07,10.1,3.57,54.43
2000,291,-4.18,2.71,-11.32,44.2,0.0,9.14,13.21,5.49,54.14
2000,292,-4.64,-0.31,-8.81,41.74,0.0,6.33,11.67,1.76,54.08
2000,293,-5.23,0.43,-11.48,44.57,0.0,5.58,9.54,3.4,53.99
2000,294,-6.27,-1.7,-10.22,57.3,0.0,3.82,5.35,2.64,53.94
2000,295,-7.32,-0.26,-13.47,55.73,0.0,5.62,10.1,2.77,53.98
2000,296,-7.04,0.47,-13.24,47.36,0.0,7.53,11.76,3.7,53.65
2000,297,-7.57,-0.95,-14.56,50.03,0.0,4.84,9.43,1.56,53.67
2000,298,-9.3,-2.52,-15.64,56.23,0.0,5.02,9.36,1.75,53.88
2000,299,-8.23,-1.54,-15.26,48.48,0.0,5.33,9.28,3.45,53.98
2000,300,-8.49,-2.84,-15.16,52.19,0.09,4.89,7.17,1.92,53.97
